AskAPatient.fold-2.test,230690007,Cerebrovascular accident,stroke,C0038454,C0038454,C0038454 
AskAPatient.fold-2.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-2.test,2733002,Heel pain,right heel pain,C0231780,C2032418,
AskAPatient.fold-2.test,35489007,Depression,depressed,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0520887 C0344315,C0344315 C0520887 
AskAPatient.fold-2.test,44077006,Numbness,numbness,C0020580 C0028643,C0020580 C0028643,C0020580 C0028643 
AskAPatient.fold-2.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-2.test,30989003,Knee pain,knee pain,C0231749,C0231749,C0231749 
AskAPatient.fold-2.test,418363000,Itching of skin,skin itching sensations all over body,C0033774,C0033774 C2229507 C0152338 C0542538,C0033774 
AskAPatient.fold-2.test,21565011000036108,ezetimibe + simvastatin,Vitorin,C0074554 C1142985,,
AskAPatient.fold-2.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-2.test,274663001,Acute pain,acute pain,C0184567,C0184567,C0184567 
AskAPatient.fold-2.test,89362005,Weight loss,weight loss,C2911645 C0424641 C3665346 C1262477,C0424641 C0041667 C2911645 C3665346 C1262477,C0424641 C2911645 C3665346 C1262477 
AskAPatient.fold-2.test,302226006,Peripheral neuropathy,periphael neuropathy,C1263857 C4069195 C1697744 C0031117 C4013966,C0042075 C0442874,
AskAPatient.fold-2.test,60862001,Tinnitus,tinnitis,C0040264 C1963249,,
AskAPatient.fold-2.test,85418005,Abnormal dreams,Abnormal Dreams,C0234458,C0013117,
AskAPatient.fold-2.test,47933007,Foot pain,pain in feet,C0016512 C2016948,C0030193 C0016504,
AskAPatient.fold-2.test,45534005,Glossitis,sore tingly tongue(Glossitis),C0017675,C0234233,
AskAPatient.fold-2.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-2.test,386033004,Neuropathy,Neuropathy,C0042075 C0442874,C0042075 C0442874,C0042075 C0442874 
AskAPatient.fold-2.test,43364001,Abdominal discomfort,abdominal discomfort,C0232487,C0232487 C1868919,C0232487 
AskAPatient.fold-2.test,162076009,Excessive upper gastrointestinal gas,generaly feeling unwell like walking in a daze (Zombie like),C0426623 C0426624,C0009676 C2346415 C0231218 C2368355,
AskAPatient.fold-2.test,62315008,Diarrhoea,diarrhea,C0011991 C0474498,C1963091 C0011991,C0011991 
AskAPatient.fold-2.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-2.test,60119000,Exhaustion,exhausted all the time,C0392674,C0392674,C0392674 
AskAPatient.fold-2.test,68962001,Myalgia,muscle pain,C0231528,C0231528 C1963177,C0231528 
