AskAPatient.fold-6.test,429783005,Paraesthesia of lower extremity,tingling in my legs,C0587058 C0948992,C2242996 C1140621,
AskAPatient.fold-6.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-6.test,88092000,Muscle atrophy,muscle wasting in the arms,C0026846 C0541794,C0239830 C0026846 C0541794 C0446516,C0026846 C0541794 
AskAPatient.fold-6.test,24693007,Fibromyalgia,fibromyalgia,C0016053,C0016053,C0016053 
AskAPatient.fold-6.test,161882006,Stiff neck,stiff neck,C0151315,C0151315 C0427043,C0151315 
AskAPatient.fold-6.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-6.test,25064002,Headache,Headache,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-6.test,56265001,Heart disease,heart disease,C0018799,C2186266 C0018799,C0018799 
AskAPatient.fold-6.test,51197009,Stomach cramps,SEVERE abdominal cramping,C0344375,C1306232 C3888418 C0000729,
AskAPatient.fold-6.test,44695005,Paralysis,paralysis,C0522224,C0522224,C0522224 
AskAPatient.fold-6.test,25064002,Headache,headaches,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-6.test,162031009,Indigestion,indigestion,C0012238 C0013395,C0012238 C0426634 C0013395,C0012238 C0013395 
AskAPatient.fold-6.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-6.test,48167000,Amnesia,Memory loss,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-6.test,46991000,Absent minded,Absent mindendness,,C0424537,,
AskAPatient.fold-6.test,3210011000036104,Lexapro,Lexapro,C1170371,C1170371,C1170371 
AskAPatient.fold-6.test,102551008,Cramp in foot,Severe cramps in toes,C0178422,C4050465 C0264097 C4050466 C0040357 C0026821 C1547231 C1547227 C1561581,
AskAPatient.fold-6.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-6.test,161891005,Backache,Aching in back,C0004604,C0234238,
AskAPatient.fold-6.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-6.test,76948002,Severe pain,severe muscle pain,C0278140,C3862404,
AskAPatient.fold-6.test,200936003,Lupus erythematosus,Lupus,C0866588 C0024141 C0409974,C0024131 C0409974,C0409974 
AskAPatient.fold-6.test,25064002,Headache,headaches,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-6.test,309774006,Weakness of limb,weakness in upper arm muscles,C1836296 C0587246,C3714552 C0230348 C1269612 C0446516,
AskAPatient.fold-6.test,131148009,Bleeding,Bleeding,C0019080,C0019080,C0019080 
AskAPatient.fold-6.test,22298006,Myocardial infarction,heart attack,C0455406 C3845502 C0948369 C0027051 C0155668 C0155626 C2926063 C3810814 C0428953,C0027051,C0027051 
AskAPatient.fold-6.test,25064002,Headache,very bad headaches,C0018681 C2096315,C0018681 C2096315 C3840984,C0018681 C2096315 
AskAPatient.fold-6.test,55929007,Feeling irritable,irritability,C0022107,C0022107 C2700617,C0022107 
AskAPatient.fold-6.test,61599003,Phlebitis,phlebitis,C0031542,C0031542,C0031542 
AskAPatient.fold-6.test,22253000,Pain,pains,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-6.test,300306001,Stomach problem,recurrent stomach problems,C0577027 C2186536,C0577027 C2186536,C0577027 C2186536 
AskAPatient.fold-6.test,77692006,Hypersomnia,excessive sleep,C0917799,C0917799,C0917799 
AskAPatient.fold-6.test,57676002,Arthralgia,joint pain very arthritic,C0003862,C1963066 C0721578 C0003864 C0003862,C0003862 
AskAPatient.fold-6.test,248255005,Cannot sleep at all,couldn't sleep,C0424522 C0037313 C0013144,C0424522 C0037313 C0013144,C0424522 C0037313 C0013144 
AskAPatient.fold-6.test,3723001,Arthritis,arthritis,C3267876 C0003864,C0263776 C0003873 C0541786 C0003864 C0158026 C1405877 C1328469,C0003864 
AskAPatient.fold-6.test,26079004,Tremor,Tremors in Right hand,C0040822 C1963252,C0230370 C1288948 C0040822 C1963252,C0040822 C1963252 
AskAPatient.fold-6.test,76948002,Severe pain,Severe pain,C0278140,C0278140,C0278140 
AskAPatient.fold-6.test,22325002,Abnormal gait,affected gait--small steps,C0231683 C0575081,C0016928,
AskAPatient.fold-6.test,309774006,Weakness of limb,weakness in my legs,C1836296 C0587246,C3714552 C1140621,
AskAPatient.fold-6.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-6.test,10601006,Pain in lower limb,leg pain,C0023222 C0839480,C0023222 C0839480,C0023222 C0839480 
AskAPatient.fold-6.test,39104002,Illness,sickness,C0221423,C0221423,C0221423 
AskAPatient.fold-6.test,288939007,Difficulty swallowing,Difficulty swallowing,C0426605 C0566379 C0426606 C0011168 C0566362,C0426605 C0566379 C0426606 C0011168 C0566362,C0426605 C0566379 C0426606 C0011168 C0566362 
AskAPatient.fold-6.test,309774006,Weakness of limb,weakness in thighs,C1836296 C0587246,C3714552 C0039866,
AskAPatient.fold-6.test,239720000,Tear of meniscus of knee,torn maniscus,C0238218 C0272839 C0159971 C0581347,C0043246,
AskAPatient.fold-6.test,399153001,Vertigo,vertigo,C0042571 C1564535 C1135208,C0042571 C2096293,C0042571 
AskAPatient.fold-6.test,45326000,Shoulder pain,Shoulder pain,C0423670 C0037011,C0423670 C0037011,C0423670 C0037011 
AskAPatient.fold-6.test,3298011000036103,Lipex,LIPEX,,,
AskAPatient.fold-6.test,25064002,Headache,Mild headache,C0018681 C2096315,C0018681 C2096315 C1547225 C1513302,C0018681 C2096315 
AskAPatient.fold-6.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-6.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-6.test,86044005,Amyotrophic lateral sclerosis,ALS,C3468101 C1836076 C1833662 C3468110 C3468109 C3468111 C2931786 C0002736 C2317804 C3468100 C3468104 C2317803 C3468106 C3280587 C3275459 C3468112 C3553719 C3468103 C3468102 C3468108 C3715155 C3468105 C3468113 C1862939 C3468107 C3715156 C3468114,,
AskAPatient.fold-6.test,398151007,Decreased muscle tone,overall loss of muscle tone,C0026827 C0026826,C0549465 C2065082,
AskAPatient.fold-6.test,271681002,Stomach ache,STOMACH PAIN,C0235309 C0221512,C1963242 C0221512,C0221512 
AskAPatient.fold-6.test,3424008,Tachycardia,tachycardia,C0428977 C0039231 C3827868 C0558452,C0039231 C3827868 C0428977,C0428977 C0039231 C3827868 
AskAPatient.fold-6.test,238810007,Flushing,excessive hot flashes,C0016382 C0005874 C1962957,C0600142,
AskAPatient.fold-6.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-6.test,24184005,Finding of increased blood pressure,rise in bp,C0497247 C0232107,,
AskAPatient.fold-6.test,22253000,Pain,painful,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-6.test,386807006,Memory impairment,memory failure,C1636063 C1963167 C0233794,C0700327 C0025260,
AskAPatient.fold-6.test,10601006,Pain in lower limb,pains in legs,C0023222 C0839480,C0030193 C1140621,
AskAPatient.fold-6.test,422587007,Nausea,nausea,C1963179 C0027497,C0027497,C0027497 
AskAPatient.fold-6.test,931804011000036107,omega-3-acid ethyl esters-90,omega 3,C1532673 C4028176,C0015689,
AskAPatient.fold-6.test,162076009,Excessive upper gastrointestinal gas,get tired vry easily,C0426623 C0426624,C0557875,
AskAPatient.fold-6.test,247806005,Ill-at-ease,uneasiness,C0424142,C1821715,
AskAPatient.fold-6.test,161874006,Heavy feeling,feeling like I was walking through waist-deep mud,C0581912,C1527305 C0230097 C0013987 C2346415 C2368355,
AskAPatient.fold-6.test,16046003,Muscle rigidity,muscle stiffness,C0026837,C0221170 C4024962 C4024610,
AskAPatient.fold-6.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-6.test,3723001,Arthritis,arthritis,C3267876 C0003864,C0263776 C0003873 C0541786 C0003864 C0158026 C1405877 C1328469,C0003864 
AskAPatient.fold-6.test,62507009,Pins and needles,fingers and toes were tingling,C0423572,C2242996 C0016129 C0947620 C0040357 C0947619,
AskAPatient.fold-6.test,418290006,Itching,itching,C0033774,C0033774 C0231530,C0033774 
AskAPatient.fold-6.test,224960004,Tired,very tired,C0557875,C0557875,C0557875 
AskAPatient.fold-6.test,95847005,Injury of muscle,muscle damage,C0410256,C0010957,
AskAPatient.fold-6.test,3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
AskAPatient.fold-6.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-6.test,29164008,Speech impairment,difficulty with speech,C0233715 C0037822,C0037817 C1299586 C2137063 C0846595 C3842554,
AskAPatient.fold-6.test,3723001,Arthritis,arthritis,C3267876 C0003864,C0263776 C0003873 C0541786 C0003864 C0158026 C1405877 C1328469,C0003864 
AskAPatient.fold-6.test,22253000,Pain,aches,C0030193 C1882272 C2598155,C0234238,
AskAPatient.fold-6.test,22298006,Myocardial infarction,heart attack,C0455406 C3845502 C0948369 C0027051 C0155668 C0155626 C2926063 C3810814 C0428953,C0027051,C0027051 
AskAPatient.fold-6.test,4171011000036100,Celebrex,Celebrex,C0719198,C0719198,C0719198 
AskAPatient.fold-6.test,131148009,Bleeding,bleeding,C0019080,C0019080,C0019080 
AskAPatient.fold-6.test,21417011000036105,fenofibrate,Tricor,C0033228,C0723893,
AskAPatient.fold-6.test,116289008,Abdominal bloating,bloating of stomach,C1291077,C0038351 C1291077,C1291077 
AskAPatient.fold-6.test,55300003,Muscle cramp,Cramps,C0026821,C0026821,C0026821 
AskAPatient.fold-6.test,449917004,Cramp in lower limb,severe cramping in my legs,C3266180 C3266179,C0026821 C1306232 C1140621 C1446787,
AskAPatient.fold-6.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-6.test,309086004,Paraesthesia of hand,hand being asleep,C0239836,C0424522 C0037313 C0018563,
AskAPatient.fold-6.test,278040002,Loss of hair,loss of hair,C0002170,C0002170,C0002170 
AskAPatient.fold-6.test,4031011000036106,Crestor,Crestor,C1098080,C1098080,C1098080 
AskAPatient.fold-6.test,3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
