AskAPatient.fold-8.test,225013001,Feeling bad,feel bad,C0857027 C0557911 C0231218,C0557911 C0231218,C0557911 C0231218 
AskAPatient.fold-8.test,3848011000036104,Pravachol,Pravichol,C0700763,,
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,3191011000036109,Prinivil,prinivil,C0701176,C0701176,C0701176 
AskAPatient.fold-8.test,68962001,Myalgia,Muscle aches and pains,C0231528,C0231528 C0030193,C0231528 
AskAPatient.fold-8.test,422587007,Nausea,nausea,C1963179 C0027497,C0027497,C0027497 
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,248490000,Bloating symptom,bloating,C1291077,C1291077,C1291077 
AskAPatient.fold-8.test,422587007,Nausea,nausea,C1963179 C0027497,C0027497,C0027497 
AskAPatient.fold-8.test,248277009,Lack of stamina,loss of stamina,C0424592,C0518031,
AskAPatient.fold-8.test,77424011000036100,ubidecarenone,CoQ10,C0056077,C0056077,C0056077 
AskAPatient.fold-8.test,68962001,Myalgia,muscle pain,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,81680005,Neck pain,pains neck,C0007859 C1963180,C0027530 C0030193 C2137077,
AskAPatient.fold-8.test,386807006,Memory impairment,effect on your memory,C1636063 C1963167 C0233794,C0700327 C0025260,
AskAPatient.fold-8.test,13791008,Asthenia,extreme fatigue,C0004093,C0015672,
AskAPatient.fold-8.test,57676002,Arthralgia,jointaches,C0003862,,
AskAPatient.fold-8.test,225014007,Feeling empty,stomach emptiness and pain,C1527305,C0030193 C0038351,
AskAPatient.fold-8.test,224960004,Tired,very tired,C0557875,C0557875,C0557875 
AskAPatient.fold-8.test,22298006,Myocardial infarction,heart attack,C0455406 C3845502 C0948369 C0027051 C0155668 C0155626 C2926063 C3810814 C0428953,C0027051,C0027051 
AskAPatient.fold-8.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,33308003,Disorder of back,back problems,C0012634,C0579085,
AskAPatient.fold-8.test,3559011000036109,Zoloft,zorloft,C0284660,,
AskAPatient.fold-8.test,48167000,Amnesia,MEMORY LOSS-severe,C0002622 C3824794,C1306232 C0002622 C0751295,C0002622 
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,22253000,Pain,Pain,C0030193 C1882272 C2598155,C0030193 C1882272 C2598155,C0030193 C1882272 C2598155 
AskAPatient.fold-8.test,279038004,Thoracic back pain,Muscle Pain in upper back,C0423684,C0231528,
AskAPatient.fold-8.test,131148009,Bleeding,bleeding problems,C0019080,C0159023 C0019080 C0232466 C2186261 C0699815 C0419426,C0019080 
AskAPatient.fold-8.test,282195009,Difficulty walking up stairs,can barely make it up one flight of stairs,C0560070 C0239067,,
AskAPatient.fold-8.test,162059005,Upset stomach,Upset stomach,C0235309,C0235309,C0235309 
AskAPatient.fold-8.test,429340002,Traumatic injury of skeletal muscle,muscle injury,C1998242,C1998242 C0410256,C1998242 
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,48694002,Anxiety,anxiety,C4050613 C0860603 C0003467 C0003469 C1963064,C0003467 C0860603,C0860603 C0003467 
AskAPatient.fold-8.test,25064002,Headache,head hurting,C0018681 C2096315,C0152336 C0018670,
AskAPatient.fold-8.test,161833006,Abnormal weight gain,significant weight gain,C0578026 C0332544,C0043094 C2911647 C0231246,
AskAPatient.fold-8.test,73211009,Diabetes mellitus,diabetes,C1313937 C0011849,C0011860 C0011849 C0011847,C0011849 
AskAPatient.fold-8.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-8.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,128601007,Infectious disease of lung,infection in her lungs,C0400888 C0876973,C0275524 C0009450 C0012683 C0729555 C0276041 C3714514 C0035637 C0024109 C0747002,
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,44077006,Numbness,numbness,C0020580 C0028643,C0020580 C0028643,C0020580 C0028643 
AskAPatient.fold-8.test,64379006,Decrease in appetite,very poor appetite,C0232461 C0232462,C0232462,C0232462 
AskAPatient.fold-8.test,47933007,Foot pain,foot pain,C0016512 C2016948,C0016512 C2016948,C0016512 C2016948 
AskAPatient.fold-8.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-8.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,297144002,Swollen feet,sever swelling of feet,C0574002,C1306232 C0574002,C0574002 
AskAPatient.fold-8.test,30989003,Knee pain,Pain in knees,C0231749,C1882272 C0030193 C0022742 C2598155,
AskAPatient.fold-8.test,57676002,Arthralgia,joint pains,C0003862,C0030193,
AskAPatient.fold-8.test,3384011000036100,Arthrotec,arthotec,C0210355,C1100695,
AskAPatient.fold-8.test,80690008,Degenerative disease of the central nervous system,neurodegenerative diseases,C0018609 C0011164 C0027769 C0012634,C4020854 C0524851 C1285162,
AskAPatient.fold-8.test,62315008,Diarrhoea,diarrhoea,C0011991 C0474498,C0011991,C0011991 
AskAPatient.fold-8.test,22253000,Pain,Pain,C0030193 C1882272 C2598155,C0030193 C1882272 C2598155,C0030193 C1882272 C2598155 
AskAPatient.fold-8.test,56265001,Heart disease,heart disease,C0018799,C2186266 C0018799,C0018799 
AskAPatient.fold-8.test,25064002,Headache,headache,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-8.test,426899007,Pain provoked by walking,discomfort when I walk,C1960732,C2364135 C0234215,
AskAPatient.fold-8.test,129103003,Endometriosis,endometriosis,C0014175 C0014178,C0014175,C0014175 
AskAPatient.fold-8.test,271681002,Stomach ache,tummy pains,C0235309 C0221512,C0030193,
AskAPatient.fold-8.test,57676002,Arthralgia,JOINT PAIN,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-8.test,387603000,Impairment of balance,problems with my balance,C0241981,C0033213 C2081614 C1397014 C3497399 C0014653 C0542274 C2174421 C0179199,
AskAPatient.fold-8.test,3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
AskAPatient.fold-8.test,48694002,Anxiety,ANZITY,C4050613 C0860603 C0003467 C0003469 C1963064,,
AskAPatient.fold-8.test,247640008,Unable to think clearly,blurred thinking,C0423994 C0558227,C0039869,
AskAPatient.fold-8.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-8.test,246636008,Blurred vision - hazy,very blurry eyesight,C0344232,,
AskAPatient.fold-8.test,49218002,Hip pain,pain in hips,C0030193,C0030193 C0019552,C0030193 
AskAPatient.fold-8.test,162076009,Excessive upper gastrointestinal gas,gas,C0426623 C0426624,C0596601,
AskAPatient.fold-8.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,68962001,Myalgia,muscle aches,C0231528,C0231528,C0231528 
AskAPatient.fold-8.test,449917004,Cramp in lower limb,leg cramps,C3266180 C3266179,C0023218,
AskAPatient.fold-8.test,300650009,Difficulty riding a bicycle,biking most difficult,C0563560 C1299586 C3842554,C1299586,C1299586 
AskAPatient.fold-8.test,73595000,Stress,stress,C0038435 C0723460,C0038435,C0038435 
AskAPatient.fold-8.test,167232003,Urine: dark/concentrated,urine dark brown,C0427824,C0426396,
AskAPatient.fold-8.test,3424008,Tachycardia,tachycardia,C0428977 C0039231 C3827868 C0558452,C0039231 C3827868 C0428977,C0428977 C0039231 C3827868 
AskAPatient.fold-8.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,40930008,Hypothyroidism,hypothyroidism,C0020676 C0577643,C0020676 C0455486,C0020676 
AskAPatient.fold-8.test,68962001,Myalgia,muscle pains,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-8.test,24693007,Fibromyalgia,Fibromyalgia,C0016053,C0016053,C0016053 
AskAPatient.fold-8.test,13791008,Asthenia,Extreme weakness,C0004093,C3714552,
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,301345002,Difficulty sleeping,comfortably Couldn't sleep,C3641752 C0235162,C0424522 C0037313 C0013144,
AskAPatient.fold-8.test,60032008,Unable to concentrate,lack of concentration,C3827302 C0235198,C0235198,C0235198 
AskAPatient.fold-8.test,64766004,Ulcerative colitis,ulcerative colitis,C0574097 C0009324,C1260710 C0559166 C0348737 C0574097 C0009324,C0574097 C0009324 
AskAPatient.fold-8.test,8510008,Reduced mobility,could not walk 75 feet,C0700572 C0476650,C0016504,
AskAPatient.fold-8.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,68962001,Myalgia,muscle aches,C0231528,C0231528,C0231528 
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,35489007,Depression,suicidal depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0344315 C0429068 C0520887 C4049644 C0035143 C1579931 C0429108 C1999266 C0438696 C0011581 C0812393,C0011570 C0344315 C0520887 C4049644 C0035143 C1579931 C1999266 C0011581 C0812393 
AskAPatient.fold-8.test,429783005,Paraesthesia of lower extremity,no feeling in right leg,C0587058 C0948992,C1527305 C1279605 C0230442 C0013987 C0230415 C2221328,
AskAPatient.fold-8.test,426206001,Constant pain,Intense and constant pain in arms,C1960160,C0030193 C1720529 C0446516,
AskAPatient.fold-8.test,431416001,Menstrual cramp,MAJOR menstrual cramps,C0013390,C0013390 C1698508,C0013390 
AskAPatient.fold-8.test,55929007,Feeling irritable,irritibility,C0022107,C0022107,C0022107 
AskAPatient.fold-8.test,228158008,Walking disability,COULD NOT WALK WITHOUT FALLING,C0311394,C0085639,
AskAPatient.fold-8.test,267032009,Tired all the time,Persistent triedness,C0557875,C0546816,
AskAPatient.fold-8.test,3384011000036100,Arthrotec,Arthrotec,C0210355,C0210355,C0210355 
AskAPatient.fold-8.test,38341003,Hypertension,high blood pressure,C1963138 C0085580 C3829824 C0020538 C1696708 C3248638 C0455405 C0947663,C0020538 C0857121 C0005824 C0005823 C2926615 C1272641,C0020538 
AskAPatient.fold-8.test,310495003,Mild depression,mild depression,C0588006,C0588006,C0588006 
AskAPatient.fold-8.test,21496011000036106,prednisone,Prednisone,C0032952 C0065967,C0032952 C1328254,C0032952 
AskAPatient.fold-8.test,60238002,Muscle twitch,Muscle twitching on calves,C0231530,C0015644 C0231530,C0231530 
AskAPatient.fold-8.test,6471006,Suicidal thoughts,thoughts of suicide,C1276357 C0455204 C0424000,C0812393 C0038661 C0039869,
AskAPatient.fold-8.test,35489007,Depression,Deep depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-8.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,262286000,Weight increased,weight increased,C0557899 C0043094,C0856882 C0151680 C0424653 C0151576 C0151872 C0221106 C2053618 C0151878 C1295668 C0240292 C0861002 C0520869 C1295665 C0595879 C1305866 C0235986,
AskAPatient.fold-8.test,68962001,Myalgia,Muscle pain,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-8.test,419723007,Mentally dull,foggy,C1621860,,
AskAPatient.fold-8.test,386705008,Lightheadedness,light head,C0012833 C0220870,C0220870,C0220870 
AskAPatient.fold-8.test,4740000,Herpes zoster,shingles,C0857356 C0019360 C0019366,C0019360,C0019360 
AskAPatient.fold-8.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-8.test,80690008,Degenerative disease of the central nervous system,neurodegeneration,C0018609 C0011164 C0027769 C0012634,,
AskAPatient.fold-8.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,12441001,Epistaxis,nosebleeds,C2228238 C0014591,C0014591,C0014591 
AskAPatient.fold-8.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-8.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-8.test,86651002,Pulse fast,resting pulse had jumped to about 120,C0039231,C0034107 C0560453 C0391850,
AskAPatient.fold-8.test,279038004,Thoracic back pain,pain inbetween both shoulder blades,C0423684,C0179323 C1283792 C0030193 C0037004 C0869975 C0524469 C0524468,
AskAPatient.fold-8.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
