AskAPatient.fold-4.test,76376003,Endometriosis of uterus,adenomyosis,C0341858,C0341858,C0341858 
AskAPatient.fold-4.test,3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-4.test,72405004,Increased appetite,appetite increase,C3176514 C0232461 C0232462,C0232461,C0232461 
AskAPatient.fold-4.test,162059005,Upset stomach,stomach upset,C0235309,C0235309,C0235309 
AskAPatient.fold-4.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,48167000,Amnesia,memory loss,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,449917004,Cramp in lower limb,painful leg cramps,C3266180 C3266179,C0030193 C0023218,
AskAPatient.fold-4.test,247592009,Poor short-term memory,working memory and short-term memory loss,C0701811 C0025265,C0701811 C0025265,C0701811 C0025265 
AskAPatient.fold-4.test,51197009,Stomach cramps,stomach cramps,C0344375,C0344375,C0344375 
AskAPatient.fold-4.test,102598000,Clammy skin,feel all clammy,C0392162,C0392162 C0013987,C0392162 
AskAPatient.fold-4.test,297142003,Foot swelling,swelling feet,C0574002,C0038999 C0016504,
AskAPatient.fold-4.test,162076009,Excessive upper gastrointestinal gas,Excessive gas,C0426623 C0426624,C0596601,
AskAPatient.fold-4.test,399153001,Vertigo,VERTIGO,C0042571 C1564535 C1135208,C0042571 C2096293,C0042571 
AskAPatient.fold-4.test,398032003,Loose stool,loose stool,C2129214 C0011991,C2129214 C0011991,C2129214 C0011991 
AskAPatient.fold-4.test,83547004,Cold sweat,cold sweats,C0232431,C0232431,C0232431 
AskAPatient.fold-4.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,49218002,Hip pain,hip pain,C0030193,C0267028 C0019559 C1963082,
AskAPatient.fold-4.test,449917004,Cramp in lower limb,leg cramps,C3266180 C3266179,C0023218,
AskAPatient.fold-4.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,278040002,Loss of hair,LOSS OF HAIR,C0002170,C0002170,C0002170 
AskAPatient.fold-4.test,162076009,Excessive upper gastrointestinal gas,gas,C0426623 C0426624,C0596601,
AskAPatient.fold-4.test,161891005,Backache,aching muscles in back,C0004604,C0234238,
AskAPatient.fold-4.test,271807003,Rash,rash,C0015230,C0015230,C0015230 
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,47933007,Foot pain,pain in my foot,C0016512 C2016948,C0030193 C0016504,
AskAPatient.fold-4.test,102556003,Pain in upper limb,armpain,C0239377,,
AskAPatient.fold-4.test,95891005,Influenza-like illness,fluish feeling,C0521839,C1527305 C0013987,
AskAPatient.fold-4.test,418290006,Itching,itchy crawly feeling,C0033774,C1527305 C0033774 C0013987 C0235042,C0033774 
AskAPatient.fold-4.test,13791008,Asthenia,weakness,C0004093,C3714552,
AskAPatient.fold-4.test,46635009,Type 1 diabetes mellitus,type 1 diabetes,C0948891 C0011860 C0271636 C3495862 C0271637 C3495822 C0011854,C1320657 C0011854,C0011854 
AskAPatient.fold-4.test,449917004,Cramp in lower limb,muscle spasmns in legs,C3266180 C3266179,C1140621 C0037763,
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,34839011000036106,pethidine,Demerol,C0069006 C0025376 C0059854 C0041029,C0935966,
AskAPatient.fold-4.test,44186003,Dyssomnia,sleep disturbances,C0700201,C0947785 C0852427 C1962929 C0700201 C0037317 C0236993,C0700201 
AskAPatient.fold-4.test,47933007,Foot pain,Feet hurt,C0016512 C2016948,C0016504,
AskAPatient.fold-4.test,25064002,Headache,headache,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-4.test,55300003,Muscle cramp,severe muscle spasms,C0026821,C1306232 C0037763 C0700153,
AskAPatient.fold-4.test,3723001,Arthritis,arthritis,C3267876 C0003864,C0263776 C0003873 C0541786 C0003864 C0158026 C1405877 C1328469,C0003864 
AskAPatient.fold-4.test,39400004,Hepatic trauma,permanent liver damage,C0160390,C0151763,
AskAPatient.fold-4.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-4.test,162076009,Excessive upper gastrointestinal gas,General weakness in my calves,C0426623 C0426624,C3714552,
AskAPatient.fold-4.test,76948002,Severe pain,severe muscle pain in hips,C0278140,C3862404 C0019552,
AskAPatient.fold-4.test,10601006,Pain in lower limb,pain in legs,C0023222 C0839480,C0030193 C1140621,
AskAPatient.fold-4.test,246676003,Hyperaemia of surface of eye,blood vessels in eye burst,C0423004,C0005847 C1283786 C0015392,
AskAPatient.fold-4.test,16331000,Heartburn,heartburn in back of throat,C0018834,C0018834 C3665375 C0031354,C0018834 
AskAPatient.fold-4.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-4.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-4.test,77422011000036109,pyridoxine,B-6,C0202251 C0034272,,
AskAPatient.fold-4.test,25064002,Headache,severe headaches,C0018681 C2096315,C1306232 C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-4.test,60238002,Muscle twitch,muscle twitching,C0231530,C0015644 C0231530,C0231530 
AskAPatient.fold-4.test,248490000,Bloating symptom,bloating,C1291077,C1291077,C1291077 
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,10601006,Pain in lower limb,pain in my lower leg,C0023222 C0839480,C0230446 C0030193 C1140621,
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,55300003,Muscle cramp,muscle cramps,C0026821,C0026821 C0023218,C0026821 
AskAPatient.fold-4.test,247592009,Poor short-term memory,short term memory loss,C0701811 C0025265,C0701811 C0025265,C0701811 C0025265 
AskAPatient.fold-4.test,282299006,Unable to balance,Loss of balance,C0542274 C0241981 C0560187,C0241981,C0241981 
AskAPatient.fold-4.test,249918006,Shoulder stiff,left shoulder is almost immobile,C0241042,C1288640 C0524469 C0231441,
AskAPatient.fold-4.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-4.test,62315008,Diarrhoea,diarrhea,C0011991 C0474498,C1963091 C0011991,C0011991 
AskAPatient.fold-4.test,3904011000036106,Zocor,zocor,C0678181,C0678181,C0678181 
AskAPatient.fold-4.test,302226006,Peripheral neuropathy,Peripheral Neuropathy,C1263857 C4069195 C1697744 C0031117 C4013966,C0031117,C0031117 
AskAPatient.fold-4.test,373931001,Sensation of heaviness in limbs,Heavy limbs,C0581519,C0561942 C0015385,
AskAPatient.fold-4.test,271807003,Rash,rashes,C0015230,C0015230,C0015230 
AskAPatient.fold-4.test,47933007,Foot pain,Pain in feet,C0016512 C2016948,C0030193 C1882272 C0016504 C2598155,
AskAPatient.fold-4.test,297142003,Foot swelling,swollen feet,C0574002,C0581394 C0574002,C0574002 
AskAPatient.fold-4.test,427475007,Pain radiating to lumbar region of back,pain traveling to my buddocks,C3887606 C0030193 C0024090 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-4.test,367391008,Malaise,Malaise,C0231218,C0231218,C0231218 
AskAPatient.fold-4.test,55300003,Muscle cramp,Muscle spasms,C0026821,C0037763 C0700153,
AskAPatient.fold-4.test,419723007,Mentally dull,foggy thinking,C1621860,C0039869,
AskAPatient.fold-4.test,76948002,Severe pain,Severe foot pain,C0278140,C4050465 C0016512 C4050466 C0264097 C1547231 C1547227 C2016948 C1561581,
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-4.test,271807003,Rash,rashes,C0015230,C0015230,C0015230 
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,309774006,Weakness of limb,weakness in legs,C1836296 C0587246,C3714552 C1140621,
AskAPatient.fold-4.test,21839011000036103,bisoprolol,Bisoprolol,C0053799,C0053799,C0053799 
AskAPatient.fold-4.test,267045008,Gastrointestinal symptom,major gastrointestinal problems,C0426575 C0426576 C0857493,C0033213 C2081614 C1141929 C0237938 C0184122 C0017181 C0849766 C0687713 C0017173 C0920703 C2697368 C0436865 C0596601 C0809794 C0744333 C2707256 C0203054 C0017185,
AskAPatient.fold-4.test,35489007,Depression,Depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143 
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,166643006,Liver enzymes abnormal,Elevated liver enzymes,C0438236 C0438237,C0857093 C0235996,
AskAPatient.fold-4.test,21885011000036105,ibuprofen,Motrin,C0020740 C2714681 C3491417,C0699203,
AskAPatient.fold-4.test,3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
AskAPatient.fold-4.test,3563011000036102,Zantac,Zantac,C0592278,C0592278,C0592278 
AskAPatient.fold-4.test,698065002,Acid reflux,affecting my stomach(acid reflux),C0017168,C0017168 C0232483,C0017168 
AskAPatient.fold-4.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-4.test,228158008,Walking disability,could not walk,C0311394,,
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,423052008,Frequent night waking,Wake up on and off all night long,C1827125,,
AskAPatient.fold-4.test,166643006,Liver enzymes abnormal,liver enzymes sky-high,C0438236 C0438237,C1287351,
AskAPatient.fold-4.test,286641001,Moody,moodiness,C0554980,C0241999,
AskAPatient.fold-4.test,271681002,Stomach ache,discomfort in right side upper and lower of stomach area,C0235309 C0221512,C2364135 C0015726 C0038351 C0234215 C0423899 C1510508 C1261259,
AskAPatient.fold-4.test,73595000,Stress,stress,C0038435 C0723460,C0038435,C0038435 
AskAPatient.fold-4.test,102911000,Thoughts of self harm,thoughts of hurting myself,C0522178,C0039869,
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,82991003,Generalised aches and pains,Body aches,C0281856,C1551342 C0234238,
AskAPatient.fold-4.test,250069006,Muscle tension,muscles are like boards they're so tight,C0427195 C0458242,C0972401,
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,55300003,Muscle cramp,muscle cramps,C0026821,C0026821 C0023218,C0026821 
AskAPatient.fold-4.test,299060006,Swelling of finger,fingers swelled up,C0575891 C0239598,C0239598,C0239598 
AskAPatient.fold-4.test,77435011000036104,ascorbic acid,vitamins C,C0201898 C0063919 C0673746 C0003968,C3540032 C0310589 C0016410 C0042890,
AskAPatient.fold-4.test,101000119102,Numbness and tingling sensation of skin,buzzing left leg,C2242996 C0020580 C0028643 C0427116,C0230443 C1279606,
AskAPatient.fold-4.test,228158008,Walking disability,can hardly walk,C0311394,,
AskAPatient.fold-4.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,278040002,Loss of hair,hair loss,C0002170,C0002170,C0002170 
AskAPatient.fold-4.test,409589004,Scab of skin,scabs,,,
AskAPatient.fold-4.test,60119000,Exhaustion,exhaustion,C0392674,C0392674,C0392674 
AskAPatient.fold-4.test,386806002,Impaired cognition,reduced mental capabiities,C0338656,C0229992 C0028977,
AskAPatient.fold-4.test,62315008,Diarrhoea,Diarreha,C0011991 C0474498,,
AskAPatient.fold-4.test,62507009,Pins and needles,tingling in my arms,C0423572,C2242996 C0446516,
AskAPatient.fold-4.test,22253000,Pain,pains,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-4.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,80449002,Muscle fatigue,tire very quickly muscles,C0015672 C1995013 C2024893,,
AskAPatient.fold-4.test,426899007,Pain provoked by walking,hurt to walk,C1960732,,
AskAPatient.fold-4.test,162076009,Excessive upper gastrointestinal gas,abdominal gas,C0426623 C0426624,C0000737 C0000726 C0596601,
AskAPatient.fold-4.test,84229001,Fatigue,extreme tiredness,C0015672 C4050243,C0015672 C0332575,C0015672 
AskAPatient.fold-4.test,309087008,Paraesthesia of foot,Constant pins and needles in the toes,C0239652,C0040357 C0700845 C0423572 C1720529,
