AskAPatient.fold-9.test,235856003,Liver disease,damaged my liver permanently,C2186532 C0023895 C0455417,C0010957 C0023884,
AskAPatient.fold-9.test,415690000,Sweating,sweated,C0038990,,
AskAPatient.fold-9.test,82991003,Generalised aches and pains,pain all over my body,C0281856,C0152338 C0030193,
AskAPatient.fold-9.test,161891005,Backache,Slight muscle aches in my back,C0004604,C0231528 C4050469,
AskAPatient.fold-9.test,62507009,Pins and needles,tingling,C0423572,C2242996,
AskAPatient.fold-9.test,271767006,Peeling of skin,ankle skin flaked off like dermatitis,C0237849,C0011603 C0222286 C0034212 C3686626,
AskAPatient.fold-9.test,73211009,Diabetes mellitus,diabetes,C1313937 C0011849,C0011860 C0011849 C0011847,C0011849 
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,15203004,Sudden visual loss,sudden loss of vision,C0155002,C0155002 C2037132,C0155002 
AskAPatient.fold-9.test,38341003,Hypertension,hypertension,C1963138 C0085580 C3829824 C0020538 C1696708 C3248638 C0455405 C0947663,C0947663 C1963138 C2748577 C0020538 C1696708,C1963138 C0020538 C1696708 C0947663 
AskAPatient.fold-9.test,76948002,Severe pain,severe hip pain,C0278140,C1306232 C0267028 C0019559 C1963082,
AskAPatient.fold-9.test,3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
AskAPatient.fold-9.test,76948002,Severe pain,severe pain in back,C0278140,C0278140,C0278140 
AskAPatient.fold-9.test,44077006,Numbness,numbness,C0020580 C0028643,C0020580 C0028643,C0020580 C0028643 
AskAPatient.fold-9.test,165247006,Unable to climb stairs,unable to climb stairs,C0429981 C0560077,C0561942 C1299582,
AskAPatient.fold-9.test,423849004,Iliotibial band friction syndrome,left leg iliotial band syndrome,C1262206 C3863257,C0039082 C2936859 C0230443 C0796110 C0796095 C0175723 C1279606 C0206064 C2936904,
AskAPatient.fold-9.test,8357008,Reduced libido,loss of sex drv,C0011124,C0009253,
AskAPatient.fold-9.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-9.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-9.test,62315008,Diarrhoea,diarrhea,C0011991 C0474498,C1963091 C0011991,C0011991 
AskAPatient.fold-9.test,240131006,Rhabdomyolysis,Rhabdomyolysis,C0035410,C0035410,C0035410 
AskAPatient.fold-9.test,10601006,Pain in lower limb,legs are sore,C0023222 C0839480,C0234233 C1140621,
AskAPatient.fold-9.test,68962001,Myalgia,MUSCLE PAIN,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-9.test,22253000,Pain,aches,C0030193 C1882272 C2598155,C0234238,
AskAPatient.fold-9.test,76000011000036107,B Complex (Cenovis),B complex,C1660505 C1659955 C0939261 C0719053 C0718765,C0939261,C0939261 
AskAPatient.fold-9.test,162397003,Pain in throat,sore throat,C0242429,C0031350 C0242429 C0423631,C0242429 
AskAPatient.fold-9.test,8943002,Weight gain,Weight gain,C0043094 C2911647,C0043094 C2911647,C0043094 C2911647 
AskAPatient.fold-9.test,54981004,Charleyhorse,charley horses in abdomen,C0277823,C0230168 C0277823 C0000726,C0277823 
AskAPatient.fold-9.test,78584011000036106,soy lecithin,lecithin granules,C0872912,C0775124,
AskAPatient.fold-9.test,3723001,Arthritis,arthritis,C3267876 C0003864,C0263776 C0003873 C0541786 C0003864 C0158026 C1405877 C1328469,C0003864 
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,24693007,Fibromyalgia,fibromalgyia,C0016053,,
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,422587007,Nausea,nausea,C1963179 C0027497,C0027497,C0027497 
AskAPatient.fold-9.test,6205011000036102,Lipitor 20 mg tablet: film-coated,Lipitor 20mg,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,288226003,Myalgia/myositis - shoulder,very sore muscle pain in both shoulders,C0565577,C0231528 C0234233 C0037004 C1963177,
AskAPatient.fold-9.test,32914008,Restless legs,Restless Leg Syndrome,C0035258,C0035258,C0035258 
AskAPatient.fold-9.test,10601006,Pain in lower limb,leg pain,C0023222 C0839480,C0023222 C0839480,C0023222 C0839480 
AskAPatient.fold-9.test,280816001,Facial palsy,facial paralysis,C0015469 C0376175,C0221060 C0015469,C0015469 
AskAPatient.fold-9.test,22298006,Myocardial infarction,miocardial infarction,C0455406 C3845502 C0948369 C0027051 C0155668 C0155626 C2926063 C3810814 C0428953,C0021308,
AskAPatient.fold-9.test,63102001,Visual disturbance,vision problems,C0547030 C0029844 C0348571,C0033213 C2081614 C0042789,
AskAPatient.fold-9.test,386807006,Memory impairment,lost some memory,C1636063 C1963167 C0233794,C0700327 C0025260,
AskAPatient.fold-9.test,301679006,Difficulty getting off a bed,difficulty getting out of bed in the morning,C0563560 C1299586 C3842554,C1299586 C4055550 C3842554,C1299586 C3842554 
AskAPatient.fold-9.test,46635009,Type 1 diabetes mellitus,type 1 Diabetes,C0948891 C0011860 C0271636 C3495862 C0271637 C3495822 C0011854,C0011860 C0011849 C0011847,C0011860 
AskAPatient.fold-9.test,247472004,Hives,hives,C0042109,C0042109,C0042109 
AskAPatient.fold-9.test,267031002,Tiredness symptom,tiredness,C0558486,C0015672 C0332575,
AskAPatient.fold-9.test,88092000,Muscle atrophy,muscle loss,C0026846 C0541794,,
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,76948002,Severe pain,horrible pain,C0278140,C0030193,
AskAPatient.fold-9.test,422587007,Nausea,nauseous,C1963179 C0027497,C0027497,C0027497 
AskAPatient.fold-9.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-9.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-9.test,35489007,Depression,depressed,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0520887 C0344315,C0344315 C0520887 
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,3572011000036102,Mobic,mobic,C0592680,C0592680,C0592680 
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,22253000,Pain,pains,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-9.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-9.test,86651002,Pulse fast,resting pulse jumped to between 100 and 105,C0039231,C0034107 C0560453 C0391850,
AskAPatient.fold-9.test,224960004,Tired,VERY VERY TIRED,C0557875,C0557875,C0557875 
AskAPatient.fold-9.test,21395011000036107,ramipril,ramipril,C0072970 C0072973,C0072970 C0072973,C0072970 C0072973 
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,6206011000036109,Lipitor 40 mg tablet: film-coated,Lipitor 40mg,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,3848011000036104,Pravachol,pravachol,C0700763,C0700763,C0700763 
AskAPatient.fold-9.test,60238002,Muscle twitch,Deeper muscle twitches on arms sides,C0231530,C0231530 C1552832 C0446516,C0231530 
AskAPatient.fold-9.test,161882006,Stiff neck,stiff neck,C0151315,C0151315 C0427043,C0151315 
AskAPatient.fold-9.test,3424008,Tachycardia,my heart rate jumped to 106,C0428977 C0039231 C3827868 C0558452,C0560453 C0018810 C3845990 C2197023 C0488794 C2041121,
AskAPatient.fold-9.test,300954003,Pain in calf,calves are sore and tender to the touch,C0236040,C0234233,
AskAPatient.fold-9.test,45326000,Shoulder pain,shoulder pain,C0423670 C0037011,C0423670 C0037011,C0423670 C0037011 
AskAPatient.fold-9.test,235999009,Intra-abdominal haematoma,abdominal hematoma,C0154052 C0473120,C0473120,C0473120 
AskAPatient.fold-9.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,246636008,Blurred vision - hazy,blurred vision,C0344232,C0344232,C0344232 
AskAPatient.fold-9.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-9.test,48500005,Delusional disorder,paranoia,C0236675 C0011251 C0520677,C1456784,
AskAPatient.fold-9.test,48167000,Amnesia,loss of memory,C0002622 C3824794,C0002622 C0751295,C0002622 
AskAPatient.fold-9.test,60238002,Muscle twitch,mussel twitches,C0231530,C0231530,C0231530 
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-9.test,284140004,Unable to move arm,couldn't lift my arms,C0558185 C0561982 C0561983,C0181620 C0446516,
AskAPatient.fold-9.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,21242011000036102,simvastatin,Sinivastatin,C0074554,,
AskAPatient.fold-9.test,274646000,Irritability and anger,crankiness and irritability,C0476479,C0022107 C2700617,
AskAPatient.fold-9.test,404640003,Dizziness,dizziness,C0012833 C1963093 C4032495 C0042571,C0012833 C0042571 C1963093,C0012833 C1963093 C0042571 
AskAPatient.fold-9.test,230490003,Excessive day and night-time sleepiness,Sleeping all day and night,C1561538 C0013144,C0424522 C0037313 C4050403 C1561538,C1561538 
AskAPatient.fold-9.test,76948002,Severe pain,extreme pain in my should and arm,C0278140,C0030193 C1140618 C0446516,
AskAPatient.fold-9.test,248274002,Lack of energy,loss of energy,C0015672,C0015672,C0015672 
AskAPatient.fold-9.test,13791008,Asthenia,DEBILITATED,C0004093,,
AskAPatient.fold-9.test,45326000,Shoulder pain,pain has gone into my shoulder,C0423670 C0037011,C1283792 C0030193 C0037004 C0869975 C0524469 C0524468,
AskAPatient.fold-9.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-9.test,68962001,Myalgia,muscle pain,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-9.test,193462001,Insomnia,insomnia,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237,C0917801 C1950154 C1963237 
AskAPatient.fold-9.test,278040002,Loss of hair,hair loss,C0002170,C0002170,C0002170 
AskAPatient.fold-9.test,247640008,Unable to think clearly,fuzzy thinking,C0423994 C0558227,C0541974 C0039869,
AskAPatient.fold-9.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,26237000,Ankle oedema,sever swelling of ankles,C0235439,C1306232 C0038999,
AskAPatient.fold-9.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-9.test,309774006,Weakness of limb,weak legs,C1836296 C0587246,C3714552 C1140621,
AskAPatient.fold-9.test,399122003,Swallowing problem,swallowing problems,C0392678,C0392678,C0392678 
