AskAPatient.fold-7.test,162221009,Restlessness,restless,C3887611 C0085631 C3887612,C3887611 C0085631,C3887611 C0085631 
AskAPatient.fold-7.test,250084002,Cramp in calf,Cramps in calves,C0178419,C0026821,
AskAPatient.fold-7.test,271681002,Stomach ache,stomach is still sore,C0235309 C0221512,C0234233 C0038351,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,267032009,Tired all the time,always tired,C0557875,C0557875,C0557875 
AskAPatient.fold-7.test,76948002,Severe pain,severe intense left arm and shoulder pain,C0278140,C0230347 C1306232 C0423670 C0037011 C1268256,
AskAPatient.fold-7.test,77422011000036109,pyridoxine,B6,C0202251 C0034272,,
AskAPatient.fold-7.test,267031002,Tiredness symptom,tiredness,C0558486,C0015672 C0332575,
AskAPatient.fold-7.test,426206001,Constant pain,constant pain,C1960160,C0030193 C1720529,
AskAPatient.fold-7.test,26544005,Muscle weakness,muscle weakness,C0030552 C0151786 C1834451,C0240479 C2673994 C0151786 C0150841 C0586738 C0587246 C0030552 C1834451 C1168241 C0239831,C0151786 C0030552 C1834451 
AskAPatient.fold-7.test,55300003,Muscle cramp,cramping,C0026821,C0026821 C1446787,C0026821 
AskAPatient.fold-7.test,267044007,Impaired exercise tolerance,exercise intolerance,C0424551,C0424551 C2024889 C0162521,C0424551 
AskAPatient.fold-7.test,70733008,Limitation of joint movement,movement restriction,C0231589,C0557989,
AskAPatient.fold-7.test,370143000,Major depressive disorder,major depression,C0011581 C1269683 C0520675,C1269683 C0270455,C1269683 
AskAPatient.fold-7.test,13791008,Asthenia,Debilitating,C0004093,,
AskAPatient.fold-7.test,40733004,Infection,infections,C3714514 C0009450 C2707258 C2712105,C0275524 C0009450 C0729555 C3714514 C2707258 C0747002,C0009450 C3714514 C2707258 
AskAPatient.fold-7.test,62507009,Pins and needles,Tingling in toes and feet,C0423572,C2242996 C0040357 C0016504,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,88092000,Muscle atrophy,muscle wasting in the shoulders,C0026846 C0541794,C0239830 C0026846 C0541794 C0037004,C0026846 C0541794 
AskAPatient.fold-7.test,286641001,Moody,moody,C0554980,C0554980,C0554980 
AskAPatient.fold-7.test,235856003,Liver disease,liver damage,C2186532 C0023895 C0455417,C0151763,
AskAPatient.fold-7.test,235594008,Bowel dysfunction,dysfunctional bowel,C2004461 C0021831,C0021853,
AskAPatient.fold-7.test,300043006,Reduction of bulk of muscle,muscles of whole body dilution in size,C0576742,C0152338 C0079240,
AskAPatient.fold-7.test,9126005,Menstrual spotting,spotting problems,C0312414,C0033213 C2081614 C0025874 C0312414,C0312414 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,48694002,Anxiety,anxiety,C4050613 C0860603 C0003467 C0003469 C1963064,C0003467 C0860603,C0860603 C0003467 
AskAPatient.fold-7.test,162059005,Upset stomach,stomach upset,C0235309,C0235309,C0235309 
AskAPatient.fold-7.test,95891005,Influenza-like illness,flu-like symptoms,C0521839,C0392171,
AskAPatient.fold-7.test,404640003,Dizziness,dizziness,C0012833 C1963093 C4032495 C0042571,C0012833 C0042571 C1963093,C0012833 C1963093 C0042571 
AskAPatient.fold-7.test,165232002,Urinary incontinence,urinary incontinence,C0042024 C0542565 C3808649 C2584331 C0150399 C0150045,C0042024 C0876938 C3645887 C0869256 C0150399 C0150043 C0042025 C0542565 C0150045 C0375554 C0150044,C0042024 C0150399 C0542565 C0150045 
AskAPatient.fold-7.test,26544005,Muscle weakness,muscle weakness,C0030552 C0151786 C1834451,C0240479 C2673994 C0151786 C0150841 C0586738 C0587246 C0030552 C1834451 C1168241 C0239831,C0151786 C0030552 C1834451 
AskAPatient.fold-7.test,51197009,Stomach cramps,sporadic lower abdominal cramping,C0344375,C3888418 C1853237 C0000729,
AskAPatient.fold-7.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-7.test,55300003,Muscle cramp,muscles cramp,C0026821,C0026821 C0270814,C0026821 
AskAPatient.fold-7.test,79890006,Loss of appetite,loss of appetite,C0003123 C1971624 C0426579,C0003123 C1971624 C0426579,C0003123 C1971624 C0426579 
AskAPatient.fold-7.test,36031001,Burning feet,Burning feet,C0231772,C0231772,C0231772 
AskAPatient.fold-7.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,160685001,Bed-ridden,bedridden,C0425251,C0741453,
AskAPatient.fold-7.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-7.test,77435011000036104,ascorbic acid,vitamin C,C0201898 C0063919 C0673746 C0003968,C0072506 C0201898 C0005575 C0042866 C0042890 C0035527 C0003968 C2064899 C0063919 C0016410 C0042839 C3537249 C0078364 C0042874 C0664095,C0201898 C0003968 C0063919 
AskAPatient.fold-7.test,197321007,Steatosis of liver,fatty liver,C0015695 C2711227,C0015695 C2711227,C0015695 C2711227 
AskAPatient.fold-7.test,162076009,Excessive upper gastrointestinal gas,gas,C0426623 C0426624,C0596601,
AskAPatient.fold-7.test,202480001,Elbow joint pain,Joint pain (elbows!),C0423669,C1963066 C0013769 C0003862,
AskAPatient.fold-7.test,46991000,Absent minded,Absentminded,C0424537,C0424537,C0424537 
AskAPatient.fold-7.test,161891005,Backache,pains in her back,C0004604,C0030193,
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,3723001,Arthritis,arthritis,C3267876 C0003864,C0263776 C0003873 C0541786 C0003864 C0158026 C1405877 C1328469,C0003864 
AskAPatient.fold-7.test,21885011000036105,ibuprofen,iubrofen,C0020740 C2714681 C3491417,,
AskAPatient.fold-7.test,10601006,Pain in lower limb,Lower legs have been hurting,C0023222 C0839480,C1140621 C1548802,
AskAPatient.fold-7.test,35489007,Depression,Depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143 
AskAPatient.fold-7.test,288939007,Difficulty swallowing,Difficulty in swallowing,C0426605 C0566379 C0426606 C0011168 C0566362,C0011168,C0011168 
AskAPatient.fold-7.test,386705008,Lightheadedness,lightheadedness,C0012833 C0220870,C0012833 C0220870,C0012833 C0220870 
AskAPatient.fold-7.test,282299006,Unable to balance,un-balanced-type feeling,C0542274 C0241981 C0560187,C1527305 C0013987 C0542274 C0014653 C2174421 C0179199,C0542274 
AskAPatient.fold-7.test,76948002,Severe pain,Extreme back pain,C0278140,C0004604 C0677061 C1963071,
AskAPatient.fold-7.test,386033004,Neuropathy,neuropathy,C0042075 C0442874,C0042075 C0442874,C0042075 C0442874 
AskAPatient.fold-7.test,8392000,Non-smoker,don't smoke,C0337672,C0337664,
AskAPatient.fold-7.test,91019004,Paraesthesia,tingle,C0030554 C0852679 C0948399 C0877200,,
AskAPatient.fold-7.test,289530006,Vaginal bleeding,vaginal bleeding,C0566967 C2979982,C0566967 C2979982 C0372564,C0566967 C2979982 
AskAPatient.fold-7.test,90708001,Kidney disease,kidney problems,C0022658,C0812426,
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,13791008,Asthenia,Weak,C0004093,,
AskAPatient.fold-7.test,50219008,Hoarse,dry throat/hoarseness,C0019825,C0019825 C0235234,C0019825 
AskAPatient.fold-7.test,65124004,Swelling,swelling,C0038999,C0038999,C0038999 
AskAPatient.fold-7.test,77692006,Hypersomnia,INCREASE IN SLEEP REQUIREMENT,C0917799,C0424522 C0037313 C0013144,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,30989003,Knee pain,knee pain,C0231749,C0231749,C0231749 
AskAPatient.fold-7.test,315642008,Influenza-like symptoms,coming down with the flu,C0392171,C0021400,
AskAPatient.fold-7.test,166830008,Serum cholesterol raised,cholesterol climbed,C0595929,C0014487 C0201950 C0561942,
AskAPatient.fold-7.test,82991003,Generalised aches and pains,pains all over body,C0281856,C0152338 C0030193,
AskAPatient.fold-7.test,4249000,Poor peripheral circulation,poor circulation,C0425710 C0520547,C0425711,
AskAPatient.fold-7.test,62315008,Diarrhoea,diarrhoea,C0011991 C0474498,C0011991,C0011991 
AskAPatient.fold-7.test,55300003,Muscle cramp,severe cramping,C0026821,C0026821 C1306232 C1446787,C0026821 
AskAPatient.fold-7.test,61777011000036104,codeine + ibuprofen,Ibuprofen plus,C0020740 C2714681 C0009214 C3491417,C0020740 C2701791 C2608256,C0020740 
AskAPatient.fold-7.test,8357008,Reduced libido,decreased libido,C0011124,C0011124 C0021177,C0011124 
AskAPatient.fold-7.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-7.test,21417011000036105,fenofibrate,tricor,C0033228,C0723893,
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,68962001,Myalgia,muscle pain,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-7.test,62507009,Pins and needles,tingling,C0423572,C2242996,
AskAPatient.fold-7.test,53057004,Hand pain,PAIN IN MY HANDS,C0239833,C0030193 C0018563,
AskAPatient.fold-7.test,271587009,Stiffness,stiffness in whole body,C0427008,C0427008 C0152338,C0427008 
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-7.test,247347003,Discomfort,discomfort,C0234215 C2364135,C2364135 C0234215,C2364135 C0234215 
AskAPatient.fold-7.test,225609009,Stiff legs,Stiffness in Leg Joint,C0558192,C0023216 C0427008 C1140621 C1285009 C1269079,
AskAPatient.fold-7.test,195967001,Asthma,asthma,C0004096,C0004096,C0004096 
AskAPatient.fold-7.test,35489007,Depression,DEPRESSION,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-7.test,228158008,Walking disability,cannot walk more than 5 yards,C0311394,C3842480,
AskAPatient.fold-7.test,248255005,Cannot sleep at all,not sleeping,C0424522 C0037313 C0013144,C0424522 C0037313 C4050403,C0424522 C0037313 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,35489007,Depression,depression,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0011570 C0429108 C1579931 C1999266 C0344315 C0520887 C0011581 C0429068 C0812393 C4049644 C0035143,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C0812393 C4049644 C0035143 
AskAPatient.fold-7.test,55533009,Forgetful,forget things all the time,C0542476,C0598853,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,271596009,Mental distress,mental distress,C0235109,C0229992 C0231303 C0700361 C3887804 C0028977,
AskAPatient.fold-7.test,162076009,Excessive upper gastrointestinal gas,general malaise,C0426623 C0426624,C0231218,
AskAPatient.fold-7.test,69791001,Increased venous pressure,HIGH BLOOD PRESSURE,C0232115 C0232116,C0020538 C0857121 C0005824 C0005823 C2926615 C1272641,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,13791008,Asthenia,extreme fatigue,C0004093,C0015672,
AskAPatient.fold-7.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,162076009,Excessive upper gastrointestinal gas,gas,C0426623 C0426624,C0596601,
AskAPatient.fold-7.test,25064002,Headache,Severe headache,C0018681 C2096315,C4050465 C4050466 C2096315 C0018681 C1547231 C1547227 C0264097 C1561581,C2096315 C0018681 
AskAPatient.fold-7.test,129565002,Disorder of muscle,myopathy,C0410794 C0026848,C0026848,C0026848 
AskAPatient.fold-7.test,48694002,Anxiety,anxiety,C4050613 C0860603 C0003467 C0003469 C1963064,C0003467 C0860603,C0860603 C0003467 
AskAPatient.fold-7.test,249913002,Knee stiff,knees seized up,C0240129,C0022742,
AskAPatient.fold-7.test,213257006,Generally unwell,Felt very unwell,C0231218,,
AskAPatient.fold-7.test,275319005,Swollen legs,SWELLING OF THE LEGS AND FEET,C0581394,C0581394 C0016504 C1550557,C0581394 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,68962001,Myalgia,muscle pain,C0231528,C0231528 C1963177,C0231528 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,76948002,Severe pain,severe abdonimal pain,C0278140,C1306232 C0030193,
AskAPatient.fold-7.test,284143002,Difficulty moving arm,could not lift arm,C0578673 C0561986 C0561997 C0563333,C0181620 C1140618 C0446516,
AskAPatient.fold-7.test,449917004,Cramp in lower limb,cramping in both quads (above knee, back of leg),C3266180 C3266179,C0026821 C1140621 C0022742 C1446787,
AskAPatient.fold-7.test,49218002,Hip pain,hip pain,C0030193,C0267028 C0019559 C1963082,
AskAPatient.fold-7.test,202472008,Hand joint pain,joints in my hands hurt,C0423665,C0018563,
AskAPatient.fold-7.test,102556003,Pain in upper limb,pain in my arm and shoulder,C0239377,C1283792 C0030193 C1140618 C0037004 C0869975 C0524469 C0524468 C0446516,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,84229001,Fatigue,feelings of fatigue,C0015672 C4050243,C1527305 C0015672 C0013987 C2024893,C0015672 
AskAPatient.fold-7.test,64206003,Hypomenorrhoea,Bleeding mini periods,C0020624,C0019080 C0025344,
AskAPatient.fold-7.test,3877011000036101,Lipitor,lipitol,C0593906,,
AskAPatient.fold-7.test,288231001,Myalgia/myositis - lower leg,pain in leg muscles,C0231528 C0230446 C1140621 C0027121,C0023222,
AskAPatient.fold-7.test,28551000168108,Voltaren,voltaren,C0699958 C0592264,C0699958 C0592264,C0699958 C0592264 
AskAPatient.fold-7.test,248255005,Cannot sleep at all,couldn't sleep at night,C0424522 C0037313 C0013144,C0424522 C0037313 C0013144,C0424522 C0037313 C0013144 
AskAPatient.fold-7.test,53523011000036100,Diovan,Diovan,C0719949,C0719949,C0719949 
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,55300003,Muscle cramp,Cramps,C0026821,C0026821,C0026821 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,237130006,Bleeding between periods,bleeding and I was on day 12 of my cycle,C0025874 C2126231 C2030274,C0019080 C1561538 C0056685,
AskAPatient.fold-7.test,13791008,Asthenia,very weak,C0004093,C3714552,
AskAPatient.fold-7.test,39104002,Illness,sick,C0221423,,
AskAPatient.fold-7.test,422587007,Nausea,nausea,C1963179 C0027497,C0027497,C0027497 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,248490000,Bloating symptom,bloating,C1291077,C1291077,C1291077 
AskAPatient.fold-7.test,23520002,Decreased venous pressure,BP was very low,C0232115 C0232116,C0442811,
AskAPatient.fold-7.test,47268002,Reflux,reflux,C0232483,C0017168 C0232483,C0232483 
AskAPatient.fold-7.test,60119000,Exhaustion,exhaustion,C0392674,C0392674,C0392674 
AskAPatient.fold-7.test,13791008,Asthenia,weakness,C0004093,C3714552,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,60238002,Muscle twitch,Muscle twitches,C0231530,C0231530 C1995013,C0231530 
AskAPatient.fold-7.test,25064002,Headache,headaches,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
AskAPatient.fold-7.test,57676002,Arthralgia,joint pain,C0003862,C1963066 C0003862,C0003862 
AskAPatient.fold-7.test,422587007,Nausea,nausea,C1963179 C0027497,C0027497,C0027497 
AskAPatient.fold-7.test,419723007,Mentally dull,Brain fog,C1621860,C1269537 C0006104,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,238810007,Flushing,hot flashes,C0016382 C0005874 C1962957,C0600142,
AskAPatient.fold-7.test,129565002,Myopathy,muscle problems,C0026848,C0033213 C2081614,
AskAPatient.fold-7.test,214264003,Lethargy,lethargy,C0023380,C0023380,C0023380 
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,80449002,Muscle fatigue,weariness of the leg muscles,C0015672 C1995013 C2024893,C0015672 C0224456,C0015672 
AskAPatient.fold-7.test,267953003,Arthralgia of the lower leg,sore leg joints,C0230446 C1140621 C0003862,C0234233 C1140621,C1140621 
AskAPatient.fold-7.test,55929007,Feeling irritable,irritability,C0022107,C0022107 C2700617,C0022107 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,288231001,Myalgia/myositis - lower leg,muscle pain in legs,C0231528 C0230446 C1140621 C0027121,C0231528 C1140621 C1963177,C0231528 C1140621 
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,35489007,Depression,depressed,C0011570 C1579931 C1999266 C0344315 C0520887 C0011581 C4049644 C2121458 C0812393 C0035143,C0520887 C0344315,C0344315 C0520887 
AskAPatient.fold-7.test,397541004,Severe visual impairment,Vision severe impairment,C1301509,C2598156 C0684336 C2707266 C3845945 C1306232 C0042789,
AskAPatient.fold-7.test,214264003,Lethargy,leathargy,C0023380,,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,10601006,Pain in lower limb,shin pain,C0023222 C0839480,C0241032,
AskAPatient.fold-7.test,8357008,Reduced libido,Lack libido,C0011124,C0539970 C0023618,
AskAPatient.fold-7.test,4344011000036106,Neurontin,neurontin,C0678176,C0678176,C0678176 
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,84229001,Fatigue,fatigue,C0015672 C4050243,C0015672 C2024893,C0015672 
AskAPatient.fold-7.test,62507009,Pins and needles,tingling,C0423572,C2242996,
AskAPatient.fold-7.test,22298006,Myocardial infarction,Heart attack,C0455406 C3845502 C0948369 C0027051 C0155668 C0155626 C2926063 C3810814 C0428953,C0027051,C0027051 
AskAPatient.fold-7.test,282145008,Unable to walk,unable to walk,C0560046,C0560046,C0560046 
AskAPatient.fold-7.test,288939007,Difficulty swallowing,difficulty swallowing,C0426605 C0566379 C0426606 C0011168 C0566362,C0743317 C0011168 C0566362,C0011168 C0566362 
AskAPatient.fold-7.test,284140004,Unable to move arm,couldn't use my arm,C0558185 C0561982 C0561983,C1140618 C0446516,
AskAPatient.fold-7.test,22253000,Pain,pain,C0030193 C1882272 C2598155,C0030193,C0030193 
AskAPatient.fold-7.test,282145008,Unable to walk,unable to walk,C0560046,C0560046,C0560046 
AskAPatient.fold-7.test,267950000,Arthralgia of the upper arm,arm joints sore,C0230348 C1269612 C0003862 C0446516,C0234233 C1140618 C0446516,C0446516 
AskAPatient.fold-7.test,166717003,Serum creatinine raised,Elevated CPK levels,C0700225,C0856882,
AskAPatient.fold-7.test,228158008,Walking disability,couldn't walk,C0311394,,
AskAPatient.fold-7.test,3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
AskAPatient.fold-7.test,24700007,Multiple sclerosis,Multiple Sclerosis,C2708306 C0455388 C0856120 C0026769,C0026769,C0026769 
