129899009,Blood pressure alteration,slight effect on my blood pressure,C0020538 C0005823 C0428886 C0488053 C0428889 C0005824 C0180208 C0497247 C1272641 C0725357 C2926615 C2230142 C0020649,C1268766 C0943785,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
161874006,Heavy feeling,Arms feel HEAVY,C0013987 C0446516,C0581912,
62315008,Diarrhoea,diarrhea,C1963091 C0011991,C0474498 C0011991,C0011991 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
30811009,Ulcer of oesophagus,ulceration of the osophragus,C0041582 C3887532 C1963256,C0546837 C0152018 C0151970,
49218002,Hip pain,aching in hips,C0234238 C0019552,C0030193,
35489007,Depression,depressed,C0520887 C0344315,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0520887 C0344315 
28551000168108,Voltaren,Voltaren,C0699958 C0592264,C0699958 C0592264,C0699958 C0592264 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
165232002,Urinary incontinence,urine leaking,C0042024,C2584331 C0542565 C0150399 C0150045 C0042024 C3808649,C0042024 
45326000,Shoulder pain,shoulder pain,C0423670 C0037011,C0423670 C0037011,C0423670 C0037011 
404640003,Dizziness,dizziness,C1963093 C0012833 C0042571,C1963093 C0012833 C0042571 C4032495,C1963093 C0012833 C0042571 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
82991003,Generalised aches and pains,body pain,C0741585,C0281856,
55300003,Muscle cramp,muscle cramps,C0026821 C0023218,C0026821,C0026821 
22298006,Myocardial infarction,HEART ATTACH,C0018787,C2926063 C0155626 C3845502 C0455406 C0428953 C3810814 C0948369 C0027051 C0155668,
230145002,Difficulty breathing,hard to breath,,C1821163 C0013404,
36971009,Sinusitis,sinus infection,C0037199 C0948075,C0037199,C0037199 
60862001,Tinnitus,tinnitis,,C0040264 C1963249,
88092000,Muscle atrophy,loss of muscle,,C0541794 C0026846,
68962001,Myalgia,intense muscle pain with intense burning in my arms,C0231528 C0085624 C0006434 C1963177 C0446516,C0231528,C0231528 
68962001,Myalgia,Muscle Fatigue,C0015672 C1995013 C4050243,C0231528,
3877011000036101,Lipitor,LIPITOR,C0593906,C0593906,C0593906 
22253000,Pain,knew pain,C0030193,C1882272 C2598155 C0030193,C0030193 
193462001,Insomnia,sleeplesness,C0917801,C1963237 C0917801 C1950154,C0917801 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
386705008,Lightheadedness,lightheadedness,C0220870 C0012833,C0220870 C0012833,C0220870 C0012833 
10601006,Pain in lower limb,pain in both legs,C1140621 C0030193,C0023222 C0839480,
24199005,Feeling agitated,aggitated,,C0085631,
161968007,Bumping heart,heart was thumping,C0018787,C0425598,
266601003,Excessive and frequent menstruation,2-3 periods a month instead of once a month,C0025344 C1561542,C0341863,
310497006,Severe depression,severe depression,C0588008,C0588008,C0588008 
77424011000036100,ubidecarenone,Q10,,C0056077,
88092000,Muscle atrophy,Less muscle mass,C0240417,C0541794 C0026846,
166892002,Random blood sugar raised,Blood sugar elevated,C0851353 C0242209 C2239291 C0856882 C0229664,C0580400,
271782001,Drowsy,sleepy,C0037313 C0013144,C0013144,C0013144 
162076009,Excessive upper gastrointestinal gas,gassy,,C0426623 C0426624,
21520011000036107,misoprostol,misoprostal,,C0085174,
88092000,Muscle atrophy,muscle degenerating,C0011164,C0541794 C0026846,
77435011000036104,ascorbic acid,vitamin C,C0042866 C2064899 C0003968 C0016410 C0005575 C0042839 C0072506 C0042874 C0063919 C0664095 C0078364 C0201898 C3537249 C0035527 C0042890,C0673746 C0201898 C0003968 C0063919,C0003968 C0063919 C0201898 
10601006,Pain in lower limb,leg pain,C0023222 C0839480,C0023222 C0839480,C0023222 C0839480 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
35489007,Depression,depression,C0812393 C0520887 C0429108 C0035143 C0344315 C0011581 C1579931 C0011570 C0429068 C1999266 C4049644,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C1999266 C4049644 
309539008,Numbness of toe,Numbness in all toes,C0587056,C0520559 C0587056,C0587056 
289195008,Slurred speech,slurred speech,C0234518,C0234518,C0234518 
698065002,Acid reflux,acid reflux,C0017168,C0017168,C0017168 
