AskAPatient.fold-4.test,84445001,Joint stiffness,joint stiffness,C0427009 C0162298,C0240129 C2109023 C0162298 C0239957,C0162298 
AskAPatient.fold-4.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,271782001,Drowsy,excessive drowsiness,C0013144,C0013144 C2830004,C0013144 
AskAPatient.fold-4.test,371081002,Arthritis of knee,arthritic knees,C0240111 C3697583,C0022742 C0003864 C0721578,
AskAPatient.fold-4.test,271681002,Stomach ache,stomach pain,C0221512 C0235309,C0221512 C1963242,C0221512 
AskAPatient.fold-4.test,111224002,Derangement of meniscus,miniscus damage,C0559036 C0343140,C0010957,
AskAPatient.fold-4.test,47933007,Foot pain,pain on the sole of my feet,C0016512 C2016948,C0030193 C0016504 C0230463,
AskAPatient.fold-4.test,50415004,Moderate pain,Strong pain,C4035819 C4035820 C0278139,C0030193,
AskAPatient.fold-4.test,62507009,Pins and needles,tingling in the hands,C0423572,C0018563 C2242996,
AskAPatient.fold-4.test,21814011000036109,hydrochlorothiazide,Hydrochlorothiazide,C0621906 C0986528 C0008273 C0020261,C1562126 C1382794 C3217109 C0986528 C1368457 C0986526 C1368726 C0986527 C0778782 C0020261 C1368172 C0986522 C0008273 C0986525,C0986528 C0020261 C0008273 
AskAPatient.fold-4.test,3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
AskAPatient.fold-4.test,79890006,Loss of appetite,anorexia,C0003123 C1971624 C0426579,C0003123 C0003620 C1963063 C0426579,C0003123 C0426579 
AskAPatient.fold-4.test,60119000,Exhaustion,exhaustion,C0392674,C0392674,C0392674 
AskAPatient.fold-4.test,429783005,Paraesthesia of lower extremity,tingling in my legs,C0948992 C0587058,C1140621 C2242996,
AskAPatient.fold-4.test,62315008,Diarrhoea,diahorea,C0011991 C0474498,,
AskAPatient.fold-4.test,129565002,Myopathy,irreversible muscle damage,C0026848,C0010957,
AskAPatient.fold-4.test,62507009,Pins and needles,tingling in my arms,C0423572,C0446516 C2242996,
AskAPatient.fold-4.test,4740000,Herpes zoster,shingles,C0019360 C0019366 C0857356,C0019360,C0019360 
AskAPatient.fold-4.test,84229001,Fatigue,fatigue,C4050243 C0015672,C0015672 C2024893,C0015672 
AskAPatient.fold-4.test,62507009,Pins and needles,Tingling in extremities,C0423572,C1504494,
AskAPatient.fold-4.test,68962001,Myalgia,very painful muscle aches in the neck,C0231528,C0030193 C2137077 C0027530 C0231528,C0231528 
AskAPatient.fold-4.test,43116000,Eczema,eczema,C0013595,C0013595,C0013595 
AskAPatient.fold-4.test,35489007,Depression,depression,C1579931 C0520887 C1999266 C2121458 C0011570 C0011581 C0812393 C0344315 C0035143 C4049644,C4049644 C0429108 C1999266 C0011570 C1579931 C0011581 C0429068 C0520887 C0344315 C0035143 C0812393,C4049644 C1999266 C0011570 C1579931 C0011581 C0520887 C0344315 C0035143 C0812393 
AskAPatient.fold-4.test,56608008,Pain in wrist,wrists pain,C0221785,C0030193 C0043262,
AskAPatient.fold-4.test,25064002,Headache,headaches,C2096315 C0018681,C2096315 C0018681,C2096315 C0018681 
AskAPatient.fold-4.test,6142004,Influenza,flu,C0021400,C0021400,C0021400 
AskAPatient.fold-4.test,193462001,Insomnia,insomnia,C1963237 C1950154 C0917801,C1963237 C1950154 C0917801,C1963237 C1950154 C0917801 
AskAPatient.fold-4.test,249366005,Bleeding from nose,bloody noes,C0014591,C0005768 C0229664,
AskAPatient.fold-4.test,310495003,Mild depression,mild depression,C0588006,C0588006,C0588006 
