449917004,Cramp in lower limb,leg cramps,C0856882,C0700225,
131148009,Bleeding,bleeding has not subsided,C0593906,C0593906,C0593906 
116289008,Abdominal bloating,tummy bloating,C0026821 C1446787 C0567085 C1963196,C0567085,C0567085 
25064002,Headache,headache,C0455572 C0263746 C0263854 C0409929 C0409959 C0029408 C0029410 C0586735 C2893907,C0455444 C0029408 C0409959 C0029410,C0409959 C0029408 C0029410 
161873000,Heavy legs,leg heaviness,C0022646 C0227665,C0022658,
53523011000036100,Diovan,Diovan,C0027530 C0030193 C2137077,C0007859 C1963180,
426206001,Constant pain,constint shoulder pain,C0013595,C0013595,C0013595 
386807006,Memory impairment,memory problems,C0234233 C1140621,C0839480 C0023222,
14760008,Constipation,constipation,C0263776 C1328469 C0541786 C0158026 C0003873 C0003864 C1405877,C3267876 C0003864,C0003864 
42984000,Night sweats,night sweats,C3854081 C0033213,C0233417,
202852009,Shoulder tendonitis,acute shoulder tendonitis,C0593906,C0593906,C0593906 
418648005,Blackout,blackouts,C0700148,C0948349 C3888895 C1642397 C0949070,
309774006,Weakness of limb,muscle weakness in plantar muscle,C0593906,C0593906,C0593906 
55222007,Breast tenderness,tender breasts,C3714552,C1834451 C0151786 C0030552,
62507009,Pins and needles,Tingling,C0027497,C0027497 C1963179,C0027497 
26544005,Muscle weakness,muscle weakness,C0016504 C2242996,C0423572,
386692008,Menorrhagia,heavy menstrual bleeding,C0016504 C0427008,C0558192,
57182000,Nerve injury,nerve damage,C0541974,C0423994 C0558227,
82991003,Generalised aches and pains,Body aches,C0019559,C0030193,
286387000,Unable to initiate words,words would not form,C0026821 C1446787 C0224334,C0026821,C0026821 
3877011000036101,Lipitor,Lipitor,C0221512 C1963242,C0235309 C0221512,C0221512 
3384011000036100,Arthrotec,ARTHROTEC 50,C0592264 C0699958,C0592264 C0699958,C0592264 C0699958 
26329005,Poor concentration,trouble concentrating,C0429108 C0812393 C0035143 C0429068 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 
8357008,Reduced libido,decreased libdo,C0518031,C0424592,
249966004,Spasmodic movement,twitching,,C0593906,
3877011000036101,Lipitor,Lipitor,C0231528 C1963177,C0231528,C0231528 
267052005,Flatulence/wind,HORRIBLE GAS,C0344232,C0344232,C0344232 
271681002,Stomach ache,stomach pain,C0839480 C0023222,C0839480 C0023222,C0839480 C0023222 
271787007,Collapse,collapse,C0863085,C0016512 C2016948,
62315008,Diarrhoea,diarrhea,C2053618 C1305866 C0424653 C0162435,C2911647 C0043094,
76948002,Severe pain,severe pain in my thighs,C0426396,C0426396,C0426396 
26079004,Tremor,could not stop shaking,C0152338 C0848332,C0015230,
118940003,Disorder of nervous system,nervous system problems,C0392674,C0392674,C0392674 
7501002,Increased lactic acid level,Serial Lactic Acid levels consitently well above normal range,C0593906,C0593906,C0593906 
22253000,Pain,aches,C0856882,C0580531 C0857792 C0438221 C0580548,
39104002,Illness,sickness,C0392674,C0392674,C0392674 
404640003,Dizziness,dizziness,C0035258,C0035258,C0035258 
43116000,Eczema,eczema,C0700231 C0011119,C0560889 C0560853,
81680005,Neck pain,Neck and shoulders ache,C0012833,C0012833 C0042571 C1963093 C4032495,C0012833 
422587007,Nausea,nausea,C0593906,C0593906,C0593906 
418363000,Itching of skin,itching of the skin,C0026821 C1140621 C0023218 C0230446,C3266179 C3266180,
75088002,Urgent desire to urinate,urge to urinate constantly,C0596013,C0241237 C0555088 C0560206,
363406005,Malignant tumour of colon,Colin cancer,C0593906,C0593906,C0593906 
2733002,Heel pain,painful heels,C2199213 C0235299 C0000737 C0238552 C0277969 C0694551 C0423651 C0423646 C0238551 C0581869,C0499476 C0423653 C0581869 C1875603 C0000737,C0000737 C0581869 
40917007,Confusion,confusion,C0593906,C0593906,C0593906 
84229001,Fatigue,fatigue,C0593906,C0593906,C0593906 
60862001,Tinnitus,tinititis,C0015672,C0015672,C0015672 
57676002,Arthralgia,joint pain,C0587054,C0587054,C0587054 
45326000,Shoulder pain,shoulder pain,,C0311394,
248096004,Lack of libido,lack of libido,C0593906,C0593906,C0593906 
74323005,Pain in elbow,elbow pain,C0038999,C0038999,C0038999 
55533009,Forgetful,extreme forgetfulness,C0344315 C0520887,C0812393 C0035143 C4049644 C0011570 C1999266 C0011581 C0520887 C1579931 C0344315 C2121458,C0520887 C0344315 
53215011000036102,Advil,Advil,C0230005 C1279152 C0039508 C0030193,C2096315 C0018681,
3877011000036101,Lipitor,Lipitor,C0005758 C2132198,C0587288 C0432911 C0432920,
3877011000036101,Lipitor,Lipitor,C1285009 C0023216 C1140621 C1269079 C0178419,C0178419,C0178419 
444827008,Erythema of skin,skin was all red,C0593906,C0593906,C0593906 
200936003,Lupus erythematosus,Lupus pain,C0037763 C0042149 C0869889,C0151998,
