25064002,Headache,severe headaches,C0018681 C2096315 C1306232,C0018681 C2096315,C0018681 C2096315 
68962001,Myalgia,muscle aches,C0231528,C0231528,C0231528 
386692008,Menorrhagia,slightly heavier menstrual cycle,C0025329 C0425938,C0025323,
84229001,Fatigue,fatigue,C0015672 C2024893,C0015672 C4050243,C0015672 
77435011000036104,ascorbic acid,Vit C,,C0673746 C0201898 C0003968 C0063919,
89362005,Weight loss,weight loss,C1262477 C2911645 C0041667 C0424641 C3665346,C1262477 C2911645 C0424641 C3665346,C1262477 C2911645 C0424641 C3665346 
224960004,Tired,very tired,C0557875,C0557875,C0557875 
21565011000036108,ezetimibe + simvastatin,vytorin,,C1142985 C0074554,
48694002,Anxiety,anxiety,C0003467 C0860603,C1963064 C0860603 C4050613 C0003467 C0003469,C0860603 C0003467 
43498006,Body fluid retention,fluids pooling in my lower extremeties - especially my feet,C0016286 C0016504,C0268000,
26544005,Muscle weakness,muscle weakness,C1168241 C0240479 C0587246 C0151786 C0239831 C0030552 C0586738 C2673994 C1834451 C0150841,C0151786 C1834451 C0030552,C0151786 C0030552 C1834451 
53057004,Hand pain,hand pain,C0239833,C0239833,C0239833 
404640003,Dizziness,Dizziness,C1963093 C0012833 C0042571 C4032495,C1963093 C0012833 C0042571 C4032495,C1963093 C0012833 C0042571 C4032495 
32970011000036103,Toprol-XL,Toprol,C2723006,C0723783,
271807003,Rash,red spots all over my body,C0015230 C0848332 C0152338,C0015230,C0015230 
239965002,Tendonitis AND/OR tenosynovitis of the elbow region,severe and chronic tendonitis in my elbows,C0013769 C0039503 C1306232,C0409699 C3511060 C3511061 C1550557 C0848968 C0039503,C0039503 
387603000,Impairment of balance,balance loss,C0241981,C0241981,C0241981 
76948002,Severe pain,extreme pain,C0030193,C0278140,
53057004,Hand pain,pains in hands,C0018563 C0030193,C0239833,
267038008,Oedema,edema,C0013604,C0013604,C0013604 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
65124004,Swelling,puffiness,,C0038999,
248274002,Lack of energy,lowering of energy,C0424589 C1820370,C0015672,
17369002,Miscarriage,abortion,C0372659 C0372656 C0372654 C0372655 C1548806 C0372658 C0156543 C0392535 C0372660 C0372661 C0372657,C0000786,
68962001,Myalgia,muscle pain,C0231528 C1963177,C0231528,C0231528 
21885011000036105,ibuprofen,Ibruprofen,,C0020740 C3491417 C2714681,
249938007,Weakness of back,weakness in the lower back,C3714552,C3714552,C3714552 
3848011000036104,Pravachol,pravochol,,C0700763,
161891005,Backache,back pain,C0004604 C0677061 C1963071,C0004604,C0004604 
30473006,Pain in pelvis,intense pelvic pain,C2032396 C0850758 C3539889 C0848203 C3539895 C3539020 C3539891 C2032395 C3539892 C3539893 C0030794 C3539023 C3539890 C3539896 C3539022,C0030794,C0030794 
267039000,Swollen ankle,ankle swelling,C2038764 C0235439,C0235439,C0235439 
39104002,Illness,sick,,C0221423,
224960004,Tired,tired,C0557875,C0557875,C0557875 
277521002,Loss of motivation,loss of desire to do or accomplish anything,C0871633,C0456814,
52072009,Heat stroke,heat stress,C0282507,C0018843,
68962001,Myalgia,muscle aches,C0231528,C0231528,C0231528 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
24693007,Fibromyalgia,fibromyalgia,C0016053,C0016053,C0016053 
386661006,Fever,fever,C0015967 C0424755,C0015967 C0424755,C0015967 C0424755 
9991008,Abdominal colic,abdominal cramps,C3888418 C0000729,C0232488,
445197008,White discolouration of skin,skin - white patches,,C2919557 C0151907,
43724002,Chill,chills,C0085593,C0085593,C0085593 
47933007,Foot pain,foot pain,C2016948 C0016512,C2016948 C0016512,C2016948 C0016512 
124054003,Increased cholesterol esters,high cholesterol,C0020443 C1522133,C1291155 C0595929 C0549399 C1522133 C1291156 C3276464 C0020445 C0020443 C0595930 C3536712,C1522133 C0020443 
289530006,Vaginal bleeding,vaginal bleeding,C0566967 C0372564 C2979982,C0566967 C2979982,C0566967 C2979982 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
193462001,Insomnia,sleeplessness,C0917801,C1963237 C0917801 C1950154,C0917801 
78860006,Heavy feeling in eyelids,EYE HEAVY,C0015392,C0234659,
3384011000036100,Arthrotec,Arthrotec,C0210355,C0210355,C0210355 
128139000,Inflammatory disorder,inflammation,C0029877 C0017574 C0007971 C0854217 C0014236 C0021368,C0029877 C1290884 C0399561 C0029400 C3807248 C3860213 C3259275 C1285337,C0029877 
248491001,Swollen knee,swelling of right knee,C2202278,C0240130,
203095000,Spasm of back muscles,severe back spasms,C0037763 C1306232,C0238738,
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
77424011000036100,ubidecarenone,cq10,,C0056077,
162290004,Dry eyes,dry eyes,C0013238 C0314719,C0013238 C0314719,C0013238 C0314719 
13791008,Asthenia,was incredibly week,C1561540,C0004093,
300954003,Pain in calf,calves hurt,,C0236040,
387603000,Impairment of balance,balance problems,C0575090,C0241981,
21930011000036101,ezetimibe,Zetia,C1170736,C1142985,
26544005,Muscle weakness,muscle weakness,C1168241 C0240479 C0587246 C0151786 C0239831 C0030552 C0586738 C2673994 C1834451 C0150841,C0151786 C1834451 C0030552,C0151786 C0030552 C1834451 
21242011000036102,simvastatin,SIMVISTATIN,,C0074554,
48167000,Amnesia,Memory Loss,C0751295 C0002622,C3824794 C0002622,C0002622 
299042006,Weakness of hand,hands were nowhere near as strong as they once were,C0018563,C0575810,
36031001,Burning feet,severe burning of the feet,C0085624 C0006434 C0016504 C1306232,C0231772,
80182007,Irregular menstruation,bleeding several times a month menstrual cycle is completely out of whack,C0019080 C0025329 C0425938 C1561542,C0156404,
386807006,Memory impairment,memory problem,C0233794,C1636063 C1963167 C0233794,C0233794 
79890006,Loss of appetite,lack of attention,C0004268 C0424101,C1971624 C0426579 C0003123,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
162043005,Hunger pain,hunger pangs,C0581870,C0581870,C0581870 
84229001,Fatigue,fatigued,C0015672 C2024893,C0015672 C4050243,C0015672 
228158008,Walking disability,comfortably Couldn't walk,,C0311394,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
246636008,Blurred vision - hazy,blurred vision,C0344232,C0344232,C0344232 
26079004,Tremor,tremor,C0040822,C1963252 C0040822,C0040822 
84946008,Extreme exhaustion,EXTREME EXHAUSTION,C0277794,C0277794,C0277794 
49218002,Hip pain,hips ache,C0234238 C0019552,C0030193,
279039007,Low back pain,Pain in lower back,C1882272 C2598155 C0030193,C0024031,
