193462001,Insomnia,insomnia,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154 
22253000,Pain,aching,C0234238,C1882272 C2598155 C0030193,
30989003,Knee pain,pain in my knee,C0030193 C0022742,C0231749,
88092000,Muscle atrophy,atrophy,C0333641,C0541794 C0026846,
284140004,Unable to move arm,Unable to raise my left arm,C1299582 C1268256 C0230347 C0655359,C0558185 C0561982 C0561983,
39592011000036106,Cozaar,Cozaar,C0591301,C0591301,C0591301 
449917004,Cramp in lower limb,leg cramps,C0023218,C3266180 C3266179,
49218002,Hip pain,muscle pain in hips,C0231528 C1963177 C0019552,C0030193,
73211009,Diabetes mellitus,diabetic,C0241863,C1313937 C0011849,
10601006,Pain in lower limb,leg pains,C1140621 C0030193,C0023222 C0839480,
3572011000036102,Mobic,mobic,C0592680,C0592680,C0592680 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
57676002,Arthralgia,joints hurt,,C0003862,
68962001,Myalgia,Severe muscle pain,C1547227 C1561581 C4050466 C4050465 C0231528 C0264097 C1963177 C1547231,C0231528,C0231528 
23924001,Tight chest,Tight chest,C0232292 C3844327,C0232292 C3844327,C0232292 C3844327 
404640003,Dizziness,dizziness,C1963093 C0012833 C0042571,C1963093 C0012833 C0042571 C4032495,C1963093 C0012833 C0042571 
419723007,Mentally dull,I feel like I'm in a fog,C0013987,C1621860,
26544005,Muscle weakness,muscle weakness,C1168241 C0240479 C0587246 C0151786 C0239831 C0030552 C0586738 C2673994 C1834451 C0150841,C0151786 C1834451 C0030552,C0151786 C0030552 C1834451 
419723007,Mentally dull,foggy brain,C0006104,C1621860,
57676002,Arthralgia,joint aches,C0234238,C0003862,
197321007,Steatosis of liver,fatty liver,C0015695 C2711227,C0015695 C2711227,C0015695 C2711227 
286381004,Unable to find words,unable to find words or remember names,C1299582 C0027365 C0034770 C0564225,C0564223 C0564224,
373931001,Sensation of heaviness in limbs,heavy legs and arms,C0581911 C0446516,C0581519,
76948002,Severe pain,intense pain,C0030193,C0278140,
22298006,Myocardial infarction,heart attack,C0027051,C2926063 C0155626 C3845502 C0455406 C0428953 C3810814 C0948369 C0027051 C0155668,C0027051 
22253000,Pain,pains,C0030193,C1882272 C2598155 C0030193,C0030193 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
34840004,Tendonitis,flared up tendenitis,,C0039503,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
62507009,Pins and needles,Tingling toes,C2242996 C0040357,C0423572,
78514002,Thigh pain,pain in my left thigh,C1279549 C0030193 C0230426,C0241374,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
13791008,Asthenia,extreme fatique,,C0004093,
55300003,Muscle cramp,severe muscle cramps,C0026821 C0023218 C1306232,C0026821,C0026821 
25064002,Headache,headaches,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
34840004,Tendonitis,tendonitis,C0039503,C0039503,C0039503 
62507009,Pins and needles,tingling,C2242996,C0423572,
84229001,Fatigue,fatigued,C0015672 C2024893,C0015672 C4050243,C0015672 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
193462001,Insomnia,sleeplessness,C0917801,C1963237 C0917801 C1950154,C0917801 
68962001,Myalgia,muscle pain,C0231528 C1963177,C0231528,C0231528 
39575007,Urine looks dark,darkness in urine,C0591833 C0042036,C0426396,
122481008,Hammer toe,hammer toe,C0040357,C0040357 C0877793,C0040357 
76948002,Severe pain,extreme leg pain in the calves,C0023222 C0839480,C0278140,
111516008,Blurring of visual image,vision became blurry,C0042789,C0344232,
14760008,Constipation,constipation,C0009806 C1963087,C0949135 C0009806 C1963087,C0009806 C1963087 
162076009,Excessive upper gastrointestinal gas,geting bad swets,,C0426623 C0426624,
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
250082003,Hand cramps,cramps in hands,C0018563 C0026821,C0427209,
68962001,Myalgia,muscle pain,C0231528 C1963177,C0231528,C0231528 
247323005,Tightness in throat,throat tightness,C0236071,C0236071,C0236071 
3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
22298006,Myocardial infarction,heart attact,C0018787,C2926063 C0155626 C3845502 C0455406 C0428953 C3810814 C0948369 C0027051 C0155668,
299037003,Swelling of hand,swelling hands,C0038999 C0018563,C0575805,
288230000,Myalgia/myositis -pelvis/thigh,muscle aches in thighs,C0231528 C0039866,C0231528 C0039866 C0027121 C0030797,C0231528 C0039866 
267052005,Flatulence/wind,flatulence,C0016204 C1962956,C0016204,C0016204 
76948002,Severe pain,severe joint pains,C0030193 C1306232,C0278140,
193462001,Insomnia,Insomnia,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154,C1963237 C0917801 C1950154 
387603000,Impairment of balance,balance problems,C0575090,C0241981,
