68962001,Myalgia,muscle aches,C0231528,C0231528,C0231528 
68962001,Myalgia,muscels hurts,,C0231528,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
13791008,Asthenia,overall weakness,C2065082 C3714552,C0004093,
78514002,Thigh pain,thighs sore,C0039866 C0234233,C0241374,
81680005,Neck pain,MUSCLE PAIN IN NECK,C0007859,C0007859 C1963180,C0007859 
56265001,Heart disease,severe heart disease,C0018799 C2186266 C1306232,C0018799,C0018799 
279039007,Low back pain,Lower back pain,C0024031,C0024031,C0024031 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
45326000,Shoulder pain,pain in shoulder-feels like arm pulled out of socket,C0580846 C1140618 C0037011 C0013987 C0446516,C0423670 C0037011,C0037011 
39104002,Illness,sick,,C0221423,
25064002,Headache,headache,C0018681 C2096315,C0018681 C2096315,C0018681 C2096315 
16331000,Heartburn,heartburn,C0018834,C0018834,C0018834 
76948002,Severe pain,severe hip pain,C0267028 C1963082 C1306232 C0019559,C0278140,
62315008,Diarrhoea,diarrhea,C1963091 C0011991,C0474498 C0011991,C0011991 
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
367391008,Malaise,malaise,C0231218,C0231218,C0231218 
90673000,Burning sensation,burning ankles,C0085624 C0006434,C0234655 C0085624 C0241413 C0578504 C0241057,C0085624 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
14760008,Constipation,constipation,C0009806 C1963087,C0949135 C0009806 C1963087,C0009806 C1963087 
298753001,Numbness of upper limb,numness aching feeling to my left arm,C1268256 C0230347 C0013987 C0234238 C1527305,C2128236 C0241538,
425423002,Pain provoked by movement,hurts to get up in the morning,,C1960727,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
418363000,Itching of skin,bluss and ititching of the face,C0858709 C0015450,C0033774,
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3904011000036106,Zocor,Zocor,C0678181,C0678181,C0678181 
48167000,Amnesia,memory loss,C0751295 C0002622,C3824794 C0002622,C0002622 
161891005,Backache,back pain,C0004604 C0677061 C1963071,C0004604,C0004604 
77424011000036100,ubidecarenone,CoQ10,C0056077,C0056077,C0056077 
162076009,Excessive upper gastrointestinal gas,general weakness in hands,C0018563 C3714552,C0426623 C0426624,
419723007,Mentally dull,my head was foggy,C0018670 C0152336,C1621860,
309774006,Weakness of limb,muscle weakness in my right hand causing me to lose grip and drop things,C0230370 C0427182 C1288948 C2673994 C1834451 C0030552 C1168241 C0240479 C0239831 C0151786 C0587246 C0220843 C0150841 C0586738,C0587246 C1836296,C0587246 
386807006,Memory impairment,memory deficits,C0233794,C1636063 C1963167 C0233794,C0233794 
68962001,Myalgia,muscle aces,,C0231528,
48500005,Delusional disorder,paranoia,C1456784,C0520677 C0011251 C0236675,
77435011000036104,ascorbic acid,Vitamin C,C0724333 C0003968 C0005575 C0042839 C0014695 C2936884 C3541380 C2825076 C0201898 C3537249 C0373745 C0042890 C0042866 C0919758 C0016410 C1142098 C0008405 C0042879 C0042874 C0042889 C0724334 C0035527,C0673746 C0201898 C0003968 C0063919,C0003968 C0201898 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
49218002,Hip pain,hip and back pain,C0004604 C0019552,C0030193,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
62507009,Pins and needles,Pins and needles,C0423572,C0423572,C0423572 
129565002,Myopathy,permanent damage to my muscles,C0010957,C0026848,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
166643006,Liver enzymes abnormal,liver enzymes were elevated,C1287351 C0856882,C0438237 C0438236,
288227007,Myalgia/myositis - upper arm,muscle pain in the arms,C0231528 C1963177 C0446516,C0231528 C0027121 C0230348 C0446516 C1269612,C0231528 C0446516 
57676002,Arthralgia,JOINT PAIN,C1963066 C0003862,C0003862,C0003862 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
162076009,Excessive upper gastrointestinal gas,gas,C0596601,C0426623 C0426624,
14760008,Constipation,constipation,C0009806 C1963087,C0949135 C0009806 C1963087,C0009806 C1963087 
68962001,Myalgia,muscle pain,C0231528 C1963177,C0231528,C0231528 
35489007,Depression,depressed,C0520887 C0344315,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0520887 C0344315 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
22253000,Pain,pain,C0030193,C1882272 C2598155 C0030193,C0030193 
68962001,Myalgia,muscle pain,C0231528 C1963177,C0231528,C0231528 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
35489007,Depression,Depression,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266,C0812393 C0520887 C0035143 C0344315 C0011581 C1579931 C0011570 C2121458 C4049644 C1999266 
3877011000036101,Lipitor,lipitor,C0593906,C0593906,C0593906 
85418005,Abnormal dreams,abnoraml dreams,C0013117,C0234458,
73211009,Diabetes mellitus,diabetes,C0011860 C0011847 C0011849,C1313937 C0011849,C0011849 
16331000,Heartburn,Heartburn,C0018834,C0018834,C0018834 
267036007,Dyspnoea,Shortness of breath,C2707305 C4054349 C0013404,C0013404,C0013404 
49218002,Hip pain,hip hurts,C0019552,C0030193,
49218002,Hip pain,pain in my left hip,C1268234 C0030193 C0524471,C0030193,C0030193 
276294005,Isolated memory skills,Difficulty with memory,C3842554 C1299586 C0563560 C0025260 C0700327,C0455767,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
44018007,Cholestatic jaundice syndrome,cholestatic Jaundice,C2010848 C0022346 C2203646,C0268316 C0268317 C0022354,
251377007,Abdominal pressure,abdominal pressure,C0429218 C0231901,C0429218,C0429218 
8943002,Weight gain,wieght gain,,C2911647 C0043094,
3877011000036101,Lipitor,Lipitor,C0593906,C0593906,C0593906 
55300003,Muscle cramp,cramping,C0026821 C1446787,C0026821,C0026821 
